titulo,mais tocada,letra,compositor
Maldição,0,"Malditos os homens Maldita a vida Maldita a tua cara me olhando tão burra. </p>Uma maldição desabou sobre mim Ninguém entende o que eu falo Ninguém quer saber o que eu sinto.</p>Tem pena de mim, rezem missas Apelem pra religiões mas a minha vida é vida sagrada Pira dos deuses, sacanagem grega Vão tomar vergonha na cara A minha vida é uma viagem.</p>Fizeram macumba pra mim Disso eu tenho certeza mas eu sou muito amado Pelo povo brasileiro Desabou uma maldição sobre mim Veio das trevas da maldade do homem Eu tenho a dignidade das feras E aceito ter nascido marcado.</p>",cazuza
Manhã Sem Sonho,0,"Se eu durmo é que eu quero Sonhar só com ela E se acordei, foi por acaso Porque no sonho ela me amava E se acordei, foi por descuido Foi por engano </p>Era clara a manhã sem sonho Minha cara inchada de sono Era clara a manhã sem sonho</p>Se eu saio é que eu quero Me encontrar com ela E um calmante até que ajuda Se o meu coração, ele pula, pula Se ela me abraça e vai embora Vai embora, vai</p>Não é meu amor quem não me ama Nem a noite azul que me engana Não é meu amor quem não me ama</p>",cauza / de
Manhãs de Ressaca,0,"Minha cabeça é pequena e pesada Como uma pedra (principalmente em manhã de ressaca) </p>Eu sou uma pessoa comum Que sofre por coisas comuns Como qualquer caixa das Casas Sendas Que nunca pensou na morte E acredita um dia poder ser feliz Materialmente</p>Sonhos novos Amigos antigos Vodka. Pra temperar, gargalhadas gostosas Acrescentar pequenos momentos de silêncio Movimentos sérios de mãos Esperar o troco.</p>",cazuza
Manhatã,0,"Cheguei aqui num pé de vento Já tenho carro e apartamento Sou brasileiro mandigueiro Tô aqui pelo dinheiro Virei chicano, índio americano Blusão de couro, os States são meus </p>Agora eu vivo no dentista Como um bom capitalista Só tenho visto de turista Mas sou tratado como artista E até garçon me chama de sir Oh! Baby, baby, só vendo pra crer</p>Eu andando pela neve Em pleno Central Park Com as estrelas do cinema Faço cenas no metrô Com meus tênis All Star Deixando as louras loucas Com meu latin style Não sou mais paraíba Sou South American Aqui em Manhatã Aqui em Manhatã</p>E quando a saudade aumenta Descolo um feijão com pimenta E um Hollywood no chinês Lá na Rua 46 Virei chicano, índio americano Blusão de couro, os States são meus</p>Eu fumando um baseado Em frente a um policial Aqui tudo é tão liberal Vou xingando em português Depois, gasto o meu inglês Deixando as louras loucas Com meu baticulelê Não sou mais paraíba Sou South American Aqui em Manhatã Aqui em Manhatã</p>",cazuza / leoni
Mania de Cantar,0,"Falar com você Um lance banal É igual Abraçar É igual chegar É tão bom, é tão bom </p>Te contar da vida Te dizer do sonho É comer com fome É beijar um homem É tão bom...</p>Tocar teu cabelo Olhar no teu olho Te beijar a boca devagar Toda essa alegria É minha mania De cantar</p>Cantar pra você Um lance banal É igual abraçar É igual compor É igual chegar É tão bom, é tão bom!!!</p>",cazuza
Marginal,0,Ele conheçe o caminho     E sabe usar um canivete     Inimigos da sociedade     Que chances eles tem contra tudo      Você sempre falou mais agora não quer saber     Eu não esqueço um rosto     Não volte nunca mais </p>    Marginal ( 6 X )       A tua mãe não trabalhava pra você virar um marginal     É certo que você nada fez     Eles te mandam pra cadeia outra vez     Mas quando a rua tiver deserta ninguém vai nos ver     E nos vamos fugir     Nunca mais vão dizer</p>    Marginal ( 6 X )</p>    Sua mãe não trabalha pra você virar um marginal     É certo que você nada fez     Eles te mandam pra cadeia outra vez     Mas quando a rua estiver deserta ninguém vai nos ver     E nos vamos fugir     Nuca mais vão dizer</p>    Marginal ( 10 X )</p>,cazuza / celso blues boy
Me Acalmo Me Desespero,0,O amor deflagra guerras No coração de quem ama Um bandido sórdido Uma menina linda </p>O amor lança seu ferrão No desamparo dos amantes É um inseto louco em volta da luz Um lobo solitário uivando na escuridão</p>Do amor pouco sei E quase tudo espero Amando eu me acalmo e me desespero</p>O amor faz da minha voz Um gemido surdo De mim um escravo lanhado Um tigre encurralado</p>O amor sombreia as trevas Clareia até cegar É um lar que não abriga O crime perfeito de dois assassinos</p>,frejat / sergio serra
Medieval,0,"Você me pede Pra ser mais moderno Que culpa que eu tenho É só você que eu quero </p>Às vezes eu amo E construo castelos Às vezes eu amo tanto Que tiro férias E embarco num tour pro inferno</p>Será que eu sou medieval? Baby, eu me acho um cara tão atual Na moda da nova Idade Média Na mídia da novidade média</p>Olha pra mim, me dê a mão Depois um beijo Em homenagem a toda Distância e desejo Mora em mim Que eu deixo as portas sempre abertas Onde ninguém vai te atirar As mãos vazias nem pedras</p>Eu acredito nas besteiras Que eu leio no jornal Eu acredito no meu lado Português, sentimental Eu acredito em paixão e moinhos lindos Mas a minha vida sempre brinca comigo De porre em porre, vai me desmentindo</p>Será que eu sou medieval? Baby, eu me acho um cara tão atual Na moda da nova Idade Média Na mídia da novidade média</p>",cazuza / rogerio meanda
Medieval II,0,"Você me pede pra eu ser mais moderno Que culpa que eu tenho É só você que eu quero </p>As vezes eu amo e construo castelos As vezes eu amo tanto que tiro férias E embarco num tour pro inferno</p>Será que eu sou Medieval? Baby, eu me acho um cara tão atual Na moda da nova idade média. Na mídia da novidade média.</p>Olha pra mim, me dê a mão, depois um beijo Em homenagem a toda distância e desejo Mora em mim que eu deixo as portas sempre abertas Onde ninguém vai te atirar as mãos vazias nem pedras</p>Eu acredito nas besteiras que eu leio no jornal Eu acredito no meu lado português sentimental Eu acredito em paixão e moinhos lindos, Mas a minha vida sempre brinca comigo, De porre em porre vai me desmentindo</p>Será que eu sou Medieval? Baby, eu me acho um cara tão atual Na moda da nova idade média. Na mídia da novidade média.</p>",cazuza
Menina Mimada,0,"Foi você que quis ir embora Agora volta arrependida e chora Olhar pedindo esmola Baby, eu conheço a tua história </p>Quem sabe eu faço um blues em tua homenagem Eu vou rimar tanta bobagem</p>Você é tão fácil Menina mimada De enfeites Brochinhos E queixas, queixas, queixas Foi você mesma quem quis</p>Foi você que quis ir embora Agora toca a campainha e cora Diz que esqueceu uma sacola Baby, eu conheço tua história</p>O cara já está buzinando lá embaixo Fazendo papel de palhaço Cheio de flores, promessas Menina mimada Você é um fracasso</p>Cigarros? Leva o maço Foi você mesma quem quis</p>",cazuza / mauricio barros
Milagres,0,"Nossas armas estão na rua É um milagre Elas não matam ninguém </p>A fome está em toda parte Mas a gente come Levando a vida na arte</p>Todos choram Mas só há alegria Me perguntam O que é que eu faço? E eu respondo: ""Milagres, milagres""</p>As crianças brincam Com a violência Nesse cinema sem tela Que passa na cidade</p>Que tempo mais vagabundo Esse agora Que escolheram pra gente viver</p>Todos choram Mas só há alegria Me perguntam O que é que eu faço E eu respondo: ""Milagres, milagres""</p>",cazuza / denise barroso / frejat
Mina,1,"Mina, como vai?  Como você cresceu  (A minha garotinha)  Seus olhos de bebê  Ficaram tão famintos  (Dois aquários de morfina)  </p>Já se vira na rua sozinha  Com coragem e comprimidos  Rindo um riso indefinido  Que eu ainda não conhecia </p>Íntima de uns caras  Que eu te escondia  (A minha garotinha)</p>Na barra pesada  Como uma rainha  (Já não sou eu mais quem te ensina) </p>Eu só não quero é ser aquele cara chato  Mas esses caras do teu lado  Eles não estão com nada </p>Brincava de boneca  Ainda noutro dia  (A minha garotinha)  Tem os peitos retos  De uma menina  (Rodada como uma de trinta) </p>Eu só não quero é ser aquele cara chato  Mas esses caras do teu lado  Eles não estão com nada </p>A tua carona foi embora  Onde cê vai dormir?  Aquela garota, a que sobra  Você podia me ouvir, mina</p>",cazuza / george israel / nilo romero
"Minha Flor, Meu Bebê",0,"Dizem que tô louco Por te querer assim Por pedir tão pouco E me dar por feliz Em perder noites de sono Só pra te ver dormir E me fingir de burro Pra você sobressair </p>Dizem que tô louco Que você manda em mim Mas não me convencem, não Que seja tão ruim Que prazer mais egoísta O de cuidar de um outro ser Mesmo se dando mais Do que se tem pra receber E é por isso que eu te chamo Minha flor, meu bebê</p>Dizem que tô louco E falam pro meu bem Os meus amigos todos Será que eles não entendem Que quem ama nesta vida Às vezes ama sem querer Que a dor no fundo esconde Uma pontinha de prazer E é por isso que eu te chamo Minha flor, meu bebê</p>",cazuza
Modernidade,0,"Quando fui, quando éramos Intactos projetos imaturos Fomos modernos E nos couberam ternos, Gravatas e moldura Cultura e inferno </p>Fôssemos eternos...</p>Quando era primeiro Primeiro certeiro amor Era indolor querer tudo E íamos na vida a cada fome A cada fama E a grama era verde... O nosso vale E os nossos mil metros de medo</p>",cazuza / graca motta / nelson angelo
Mulher Sem Razão,0,"Saia desta vida de migalhas Desses homens que te tratam Como um vento que passou </p>Caia na realidade, fada Olha bem na minha cara Me confessa que gostou Do meu papo bom Do meu jeito são Do meu sarro, do meu som Dos meus toques pra você mudar</p>Mulher sem razão Ouve o teu homem Ouve o teu coração No final da tarde Ouve aquela canção Que não toca no rádio</p>Pára de fingir que não repara Nas verdades que eu te falo Dá um pouco de atenção</p>Parta, pegue um avião, reparta Sonhar só não tá com nada É uma festa na prisão</p>Nosso tempo é bom Temos de montão Deixa eu te levar então Pra onde eu sei que a gente vai brilhar</p>Mulher sem razão Ouve o teu homem Ouve o teu coração Batendo travado Por ninguém e por nada Na escuridão do quarto Na escuridão do quarto</p>",cazuza / de / bebel gilberto
Mulher Vermelha,0,"Mulher vermelha O tom do seu batom é assim Como um som do Tom Jobim Esse vermelho sangue Mancha o branco do dente Mulher vermelha </p>Tiro no coração Hum, hum Tem cheiro bom Discreta droga De um perfume que não há Essa impressão que nunca some Some daqui Mulher vermelha Tiro no coração Hum, hum</p>",cazuza / graca motta
Nabucodonosor,0,"Nabuco foi um cara Conheci no enterro Que tinha um cavalo Um cavalo chamado Agenor Um cavalo chamado Agenor </p>Nabuco era matuto Elegante e astuto Assim como eu sou E era também meu avô E era também meu avô</p>Nabuco já morreu Foi para o exterior E hoje em dia sou eu O anjo e o sedutor O anjo e o sedutor</p>Agora eu acredito Em reencarnação E que a morte, baby Não é assim tão ruim, não</p>Nabuco me ensinou A ser louco como eu sou E meu avô também era O advogado Agenor</p>",george israel / cazuza
Não Amo Ninguém,0,"Eu ontem fui dormir todo encolhido Agarrando uns quatro travesseiros Chorando bem baixinho, bem baixinho, baby Pra nem eu nem Deus ouvir Fazendo festinha em mim mesmo Como um neném, até dormir </p>Sonhei que eu caía do vigésimo andar E não morria Ganhava três milhões e meio de dólares Na loteria E você me dizia com a voz terna, cheia de malícia Que me queria pra toda vida </p>Mal acordei, já dei de cara Com a tua cara no porta-retrato Não sei por que que de manhã Toda manhã parece um parto Quem sabe, depois de um tapa Eu hoje vou matar essa charada </p>Se todo alguém que ama Ama pra ser correspondido Se todo alguém que eu amo É como amar a lua inacessível É que eu não amo ninguém Não amo ninguém Eu não amo ninguém, parece incrível Não amo ninguém E é só amor que eu respiro</p>",cazuza
Não Há Perdão Para o Chato,0,"Respeito o cara que é padre Porque não sente tesão Respeito quem rouba com fome Quem consegue dizer não </p>Tem o meu respeito quem pede esmola Quem ganha a sua mesada Mas tem que ser mão aberta Com a rapaziada</p>Só não há perdão para o chato Perdão para o chato Não há perdão O reino dos céus é do chato Do chato, do chato Do otário e do cagão</p>Respeito quem é radical Respeito quem ama errado Respeito o cara careta E o cara exagerado</p>Quem não gosta de criança E quer viver solitário Quem odeia rock'n'roll Mas gosta de um rebolado</p>Só não há perdão para o chato Perdão para o chato Não há perdão O reino dos céus é do chato Do chato, do chato Do otário e do cagão</p>Respeito o cara-de-pau Respeito o mal-humorado Respeito a quem só reclama Por ser mal remunerado</p>Tem o meu respeito quem quebra tudo Na noite dos desesperados E também o cara burro Que sabe ser engraçado</p>Só não há perdão para o chato Perdão para o chato Não há perdão O reino dos céus é do chato Do chato, do chato Do otário e do cagão</p>",arnaldo antunes / cazuza / zaba moreau
Não Reclamo,0,"Quando o teu engano Ah engano! Apaga a luz de um novo dia Te leva embora da minha vida Só porque o sol nos denuncia </p>A vida me ensinou Na porrada A aceitar sem reclamar E eu não reclamo!</p>Mas fique mais Fique um pouco mais Não vá embora agora não Agora que eu quase era feliz (Agora que eu quase era feliz) Agora que eu quase era feliz, feliz</p>Não me deixe só com o teu cheiro bom Estampado no lençol e no rádio Essas canções de amor</p>Não me deixe só com o teu cheiro bom Estampado no lençol e no rádio Essas canções de amor Essas canções de amor</p>Quando o teu engano Apaga a luz de um novo dia Fique mais Fique muito mais Não vá embora agora não</p>Agora que eu quase era feliz (Agora que eu quase era feliz) Agora que eu quase era feliz</p>Não me deixe só com o teu cheiro bom Estampado no lençol e no rádio Essas canções de amor</p>Não me deixe só com o teu cheiro bom Estampado no lençol e no rádio Essas canções de amor</p>Não me deixe só com o teu cheiro bom Estampado no lençol e no rádio Essas canções de amor Essa canções de amor De amor</p>",cazuza
Narciso,0,"Você que se cuide E pare de me dar respostas prontas Que você tem problemas, eu sei São coisas da idade São coisas da idade </p>Por isso é que você me imita Desliga a razão da tomada Desfila por toda cidade Antecipando o fim Quem você quer não diz nada Vara a madrugada Procurando por mim</p>Eu tenho tudo o que você precisa E mais um pouco Nós somos iguais Na alma e no corpo</p>Você que se cuide E pare de sair pela tangente As drogas e os assuntos acabam sempre Nesse frente a frente Agora me enfrente Como uma imagem no espelho Nenhum bicho ou planta Pode ousar assim A verdade nua em pêlo: Todo humano é santo E pode amar, sim</p> Eu tenho tudo o que você precisa E mais um pouco Nós somos iguais Na alma e no corpo</p>",cazuza / frejat
Nem Sansão Nem Dalila,0,"Dalila: Eu nunca fui Sansão Nem Rambo - tele-catch - bobão A minha pátria é a vida! </p>Dalila: Você me dá um trabalho Não sou Hércules, nem nada Facilite a parada!</p>Nem Sansão, nem Dalila Apenas dúvidas, feridas Você me corta, trai e atrai Mas é a vida, querida</p>Cante o seu canto de Iemanjá matreira Que eu quero ser que nem marinheiro é Amarrado na sereia, não vou ser o primeiro Minha Mata Hari, me mata (sem pena, mas vale)</p>Dalila: Eu nunca fui herói Eu tento bancar o machão Mas o coração dói</p>Dalila: Quando eu te mando embora Berro o amor e um palavrão Mas é da boca pra fora</p>Nem Sansão nem Dalila Apenas dúvidas, feridas Você me corta, trai e atrai Mas é a vida querida</p>Cante o seu canto de Iemanjá matreira Que eu quero ser que nem marinheiro é Amarrado na sereia, não vou ser o primeiro Minha Mata Hari, me mata (sem pena, mas vale)</p>",arnaldo brandao / cazuza / torquato mendonca
Nem Tudo é Verdade,0,"Saca, a vida é má Da motos, mortes e postes But Springsteen is on my mind Ao sol, no mar, na cama que foi lar Mas tem a luz vermelha no retrovisor O Rio ri, samba topou Paulista riu das nossas sortes Mas é verdade, tudo verdade Mas nada é verde, tudo é verdade Baby, tudo é verde mas nada é verdade, verdade nada! </p>Sou feliz, sempre fui Caí no berço que todo iupi quis Tomando leite tipo AA Que veio de fora pro bebê não cagar mole, é mole? Estrelas e modelos não me deixam em paz Vivo a minha vida como no tempo do petróleo Num olho pro lado, nem pra ver o back side Don't wanna see favelas, elas tiram seu sono Vomito as minhas goelas e vou dormir Nobody nesse bode can feel the pain I feel Pegando uma menina de doze anos Tornando podres sua vida, seus sonhos But it's all true, I do love you Tudo é verde mas nada é verdade Mas é real, não leve a mal O bicho, o luxo, o lixo Eu e meus amigos cagamos pra isso Cuspimos na bandeira, no pau do cu de Deus Então pichem os muros Os bancos e museus, e no ar arisco</p>Vejo o Brasil do avião É tudo verde, é tudo em vão Baby, nada é verde mas é tudo verdade</p>",cazuza / supla
No One,0,"Quem deve ser eu e aonde deve estar você, meu amor? Eu poeta afogado em rima sem gosto de vida E você a vida rindo pra mim, ainda que invisível? A vida feia em você e eu pintor visionário Tentanto retocar o que é cruel mas pulsa e faz sentido? </p>Mas certo que eu seja um romântico anacrônico E você um trem que por distração eu tenha perdido. (O tempo não espera por ninguém e já foi tudo dito)</p>",cazuza
Nós,0,"Mas não é só isso O dia também morre e é lindo Quando o sol dá a alma Pra noite que vem Alma vermelha, que eu vi Vê, são tantas histórias Que ainda temos que armar Que ainda temos que amar </p>Por enquanto cantamos Somos belos, bêbados cometas Sempre em bandos de quinze ou de vinte Tomamos cerveja E queremos carinho E sonhamos sozinhos E olhamos estrelas Prevendo o futuro Que não chega</p>Não é só pensar no fim Nas profecias Não, não, não, não É pensar que um dia Sob algum luar Vou te mandar um recado Um reggae bem gingado Alucinado de amor Amassado num guardanapo</p>Pra rirmos dos loucos Dos sábios, dos mendigos E dos palhaços noturnos O sal da terra Ainda arde e pulsa Aqui nesse instante E olhamos a lua E babamos nos muros Cheios de desejos</p>",cazuza / roberto frejat
Nunca Sofri Por Amor,0,É duro dizer Mas nunca sofri mais de dez minutos por amor Ninguém nunca mereceu o meu choro Nem a falta de apetite Vivo de músicas românticas E não sou romântico </p>Deve ser a vida de artista Deve ser assim mesmo E se alguém me larga Não sabe o que está perdendo</p>E se eu largo alguém Não sinto a menor culpa Será que eu nunca amei de verdade Ou o verdadeiro amor É assim</p>Eu sofro por um cão Mas não por um coração Faz parte da minha natureza</p>No máximo o que eu sinto É pena das pessoas Mas nunca tenho pena de mim Eu sei que é um egoismo cruel E vou por esse mundo Sem fé</p>Mas sei o que me importa E quero ter comigo O abraço certo Dos meus amigos</p>,cazuza / joanna
O Amor É Brega,0,"É verdade, o amor é brega Escovando os dentes de manhã Na janela O amor é brega como o pão saindo da padaria E o vestido mal cortado Da Paraíba Baby, love is pop, e pop é brega Vamos viver de amor! Vamos comer pipoca O amor é brega Eu quero um O amor é brega Eu quero um </p>Como é ridículo chorar Como é possível acreditar Que o amor é morte Que o amor é morte Que a paixão existe no centro do mundo Que a paixão explode no meio do mundo</p>",cazuza
O Assassinato da Flor,0,"Toca o interfone Eu mando subir É alguém com flores e eu já fico a mil Morro de dores Da dor mais vil Mas corro até o elevador pra ser gentil </p>E à fã sem nome Explico: ""As flores não se tocam Vivem pra si E pros passarinhos e pro vento""</p>Foi por amor O assassinato da flor</p>Flores são flores Vivas num jardim Pessoas são boas Já nascem assim Flores são flores Colhidas sem dó Por alguém que ama E não quer ficar só</p>De manhã cedinho, o sangue escorre Foi por amor E o homem bom pratica o ato heróico</p>Foi por amor O assassinato da flor</p>",cazuza
O Brasil Vai Ensinar o Mundo,0,"No mundo inteiro há tragédias E o planeta tá morrendo O desespero dos africanos A culpa dos americanos </p>O Brasil vai ensinar o mundo A convivência entre as raças preto, branco, judeu, palestino Porque aqui não tem rancor</p>E há um jeitinho pra tudo E há um jeitinho pra tudo Há um jeitinho pra tudo</p>O Brasil vai ensinar ao mundo A arte de viver sem guerra E, apesar de tudo, ser alegre Respeitar o seu irmão</p>O Brasil tem que aprender com o mundo E o Brasil vai ensinar ao mundo O mundo vai aprender com o Brasil O Brasil tem que aprender com o mundo</p>A ser menos preguiçoso A respeitar as leis Eles têm que aprender a ser alegres E a conversar mais com Deus</p>",cazuza / renato rocketh
O Homem Belo,0,"O homem belo anda na rua E todo mundo olha Homens, mulheres, velhos, crianças E ele sabe que é belo E tem um quê de maldade no olhar Pode ser médico, advogado, engenheiro Um homem sério, inteligente Mas sabe que é belo e seduz de propósito Homens e mulheres Geralmente os mais narcisistas Casam com mulheres feias Os mais modernos, com gatas e gatos Os mais caretas com a mãe Mas o homem belo é mau </p>",cazuza
O Lobo Mau da Ucrânia,0,"Meus olhos são bem grandes pra te secar Minha boca é um bueiro que vai te sugar E a minha narigona Te cheira bonitona Sou o lobo mau que veio da Ucrânia </p>Cheguei no Brasil Na terra azul de anil Back, back from Chernobyl O lobo mau de Chernobyl</p>Quando você deitar, eu já vou tá na cama O medo do futuro que não te abandona Pra você o perigo mora em terras distantes Em livros pendurados na estante</p>Cheguei no Brasil Na terra azul de anil Back, back from Chernobyl O lobo mau de Chernobyl</p>Minha sede de viver é uma ameaça atômica E os meios que eu uso, baby, eu nem te conto Meus ""is"" não tem ponto Nunca peço desculpa E escrevo ""deus"" com letra minúscula</p>Cheguei no Brasil Na terra azul de anil Back, back from Chernobyl O lobo mau de Chernobyl</p>",cazuza / ezequiel neves / rogerio meanda / reboucas / nilo romero / fernando moraes
O Mundo é um Moinho,1,"Ainda é cedo, amor Mal começaste a conhecer a vida Já anuncias a hora da partida Sem saber mesmo o rumo que irás tomar </p>Presta atenção, querida Embora eu saiba que estás resolvida Em cada esquina cai um pouco a tua vida Em pouco tempo não serás mais o que és</p>Ouça-me bem, amor Preste atenção, o mundo é um moinho Vai triturar teus sonhos, tão mesquinhos Vai reduzir as ilusões a pó</p>Presta atenção, querida Em cada amor tu herdarás só o cinismo Quando notares estás à beira do abismo Abismo que cavastes com teus pés</p>",cartola
O Nosso Amor a Gente Inventa,1,"O teu amor é uma mentira Que a minha vaidade quer E o meu, poesia de cego Você não pode ver </p>Não pode ver que no meu mundo Um troço qualquer morreu Num corte lento e profundo Entre você e eu</p>O nosso amor a gente inventa Pra se distrair E quando acaba a gente pensa Que ele nunca existiu</p>O nosso amor a gente inventa, inventa O nosso amor a gente inventa</p>Te ver não é mais tão bacana Quanto a semana passada Você nem arrumou a cama Parece que fugiu de casa</p>Mas ficou tudo fora do lugar Café sem açúcar, dança sem par Você podia ao menos me contar Uma história romântica</p>O nosso amor a gente inventa Pra se distrair E quando acaba a gente pensa Que ele nunca existiu</p>Mas ficou tudo fora do lugar Café sem açúcar, dança sem par Você podia ao menos me contar Uma história romântica</p>O nosso amor a gente inventa Pra se distrair E quando acaba a gente pensa Que ele nunca existiu</p>O nosso amor a gente inventa, inventa O nosso amor a gente inventa</p>",rogerio meanda / cazuza
O Que a Gente Quiser,0,"Diga o que faço Mas não faça o que eu digo Se eu estou por perto Isso é sinal de perigo </p>Porque eu apronto e desapronto E não passo recibo Choro, ressuscito Dou risada e vomito</p>Passo pra outra Pro que der e vier Dois mais dois é sempre É sempre o que a gente quiser</p>Apronto e desapronto E não passo recibo Choro, ressuscito Dou risada e vomito</p>",naila skorpio / roberto frejat
O Tempo Não Para,1,"Disparo contra o Sol Sou forte, sou por acaso Minha metralhadora cheia de mágoas Eu sou um cara </p>Cansado de correr Na direção contrária Sem pódio de chegada ou beijo de namorada Eu sou mais um cara</p>Mas, se você achar Que eu tô derrotado Saiba que ainda estão rolando os dados Porque o tempo, o tempo não para</p>Dias sim, dias não Eu vou sobrevivendo sem um arranhão Da caridade de quem me detesta</p>A tua piscina tá cheia de ratos Tuas ideias não correspondem aos fatos O tempo não para</p>Eu vejo o futuro repetir o passado Eu vejo um museu de grandes novidades O tempo não para Não para, não, não para</p>Eu não tenho data pra comemorar Às vezes os meus dias são de par em par Procurando agulha num palheiro</p>Nas noites de frio é melhor nem nascer Nas de calor, se escolhe: É matar ou morrer E assim nos tornamos brasileiros</p>Te chamam de ladrão, de bicha, maconheiro Transformam o país inteiro num puteiro Pois assim se ganha mais dinheiro</p>A tua piscina tá cheia de ratos Tuas ideias não correspondem aos fatos O tempo não para</p>Eu vejo o futuro repetir o passado Eu vejo um museu de grandes novidades O tempo não para Não para, não, não para</p>Dias sim, dias não Eu vou sobrevivendo sem um arranhão Da caridade de quem me detesta</p>A tua piscina tá cheia de ratos Tuas ideias não correspondem aos fatos Não, o tempo não para</p>Eu vejo o futuro repetir o passado Eu vejo um museu de grandes novidades O tempo não para Não para, não, não, não não para</p>",arnaldo brandao / cazuza
O Trapalhão Super-Héroi,0,"Sou um trapalhão curtindo com esta moçada Faço minha brincadeira, mas não sou piada </p>A vida é assim A vida é assim A vida é assim, baby a vida é assim</p>Nessa mata virgem eu me sinto até um super-héroi Não tenho medo de bandido, eu não sou boy</p>Não, não sou boy, Sou o super-héroi Eu não sou boy Sou o super-héroi</p>Nao levo nada a sério, o que eu quero é pintar o 7 Enfrento qualquer bicho, até o bicho papão Pantanal, floresta, lobisomem isso não me espanta Jacaré, macaco ou bandido pra mim não tem vez Não</p>Nao levo nada a sério, o que eu quero é pintar o 7 Enfrento qualquer bicho, até o bicho papão Pantanal, floresta, lobisomem isso não me espanta Jacaré, macaco ou bandido pra mim não tem vez</p>Nessa mata virgem eu me sinto até super-héroi Não tenho medo de bandido, eu não sou boy Eu não sou boy, sou super-héroi,  Eu não sou boy, sou super-héroi</p>",cazuza
Obrigado (Por Ter Se Mandado),0,"Obrigado  Por ter se mandado  Ter me condenado a tanta liberdade  Pelas tardes nunca foi tão tarde  Teus abraços, tuas ameaças  </p>Obrigado  Por eu ter te amado  Com a fidelidade de um bicho amestrado  Pelas vezes que eu chorei sem vontade  Pra te impressionar, causar piedade </p>Pelos dias de cão, muito obrigado  Pela frase feita  Por esculhambar meu coração  Antiquado e careta  Me trair, me dar inspiração  Preu ganhar dinheiro </p>Obrigado  Por ter se mandado  Ter me acordado pra realidade  Das pessoas que eu já nem lembrava  Pareciam todas ter a tua cara </p>Obrigado  Por não ter voltado  Pra buscar as coisas que se acabaram  E também por não ter dito obrigado  Ter levado a ingratidão bem guardada </p>Pelos dias de cão, muito obrigado  Pela frase feita  Por esculhambar meu coração  Antiquado e careta  Me trair, me dar inspiração  Preu ganhar dinheiro</p>",cazuza / ze luis
Obsessão,0,O ar Tua respiração Me indica um suspiro maior O claro Óbvio que é chão </p>Abscesso: obsessão Quantas marcas feridas Sangrando no meu ouvido Eu não quero escutar Mais nada</p>,cazuza
Olhar Matreiro,0,"Quando eu voltar pra você Eu vou voltar inteiro Quando eu chegar com meu olhar matreiro Quando eu tocar a campainha Me aninha Certo que você é minha rainha Eu tenho estado tão triste Feito lixo ao sol Pode dizer que não quer Mas você vai ser minha mulher É que eu sou diferente Daquele que te maltratou Você vai ver Você vai gostar </p>Olha a lua lá no céu Magrinha,Turca Olha o ar Olha o mar Olha as estrelas Nada disso temimportância A natureza é uma coisa Tão sem importância Contra a tua natureza Você vai ouvir e sentir o cheiro Quando eu voltar Com meu olhar matreiro.</p>",cazuza / fagner
Ombra Mai Fu,0,"Os ignorantes são mais felizes Eles não sabem quando vão morrer Eu não Eu sei que eu tenho um encontro marcado </p>As pessoas esquecem o que precisam fazer Eu não posso me dar esse luxo Faço tudo caber nos meus próximos poucos dias Todas as ideias que eu teria as pessoas que eu conheceria O que eu fosse se ainda fosse cantar Estou grávido, mas não posso esperar</p>O tempo não para e a gente ainda passa correndo E eu fiquei aqui, tentando agarrar o que eu puder Ando fraco Tem um mundo ao redor que a gente nem percebe Tô ficando magro e pequeno nas minhas roupas Sinto que estou reunindo minhas coisinhas Me concentrando Se pudesse, guardava tudo numa garrafa e bebia de uma vez Penso no que vai ficar de mim Eu... Só sei insistir</p>",cazuza
Onde Todos Estão,0,"A vida não é feia É breve e maneira Pra gente se perder Curar e procurar Ir, voltar de novo Like a Rolling Stones Pro povo, like a Beatle song De novo onde todos estão Então me dê um alô Planos de vida ou canos A gente se engana Já fazem tantos anos Anjos e demônios Não vão adivinhar O valor dos homens Humor do mar Melhor furar a onda E não parar de contar A vida é tão bonita É a minha favorita É bossa, é nova, é nossa Não pára de chegar Rolando de novo Like a Rolling Stone Pro povo, like a Beatle song De novo onde todos estão </p>",cazuza / mu carvalho
Orelha de Eurídice,0,"você na multidão, você é diferente as suas mãos me acenam nem parecem ter morrido cheias de presentes caixas coloridas trouxe uma orelha envolta em um pano vermelho é a prova, meu amor, me espera sem uma orelha vou correndo, vou agora, resgatar o meu amor. no asfalto quente do aeroporto como uma miragem é a alma quem castiga o corpo esta é a mensagem na paisagem distorcida pelos aviões que sobem você voltou pra me ajudar e eu fico mais feliz mais ainda não estamos salvos o ar está pesado não é só a cicatriz que indentifica o ser amado temos que ter idéias juntos temos que achar uma maneira é que agora está chovendo uma chuva sem vento a meia hora ventava, vamos fugir pra dentro a meia hora ventava, e tinhamos coragem e eu já tô cansado de não gostar de mim </p>é que agora tá chovendo uma chuva sem vento a meia hora ventava vamos fugir pra dentro a meia hora ventava e tinhamos coragem e eu ja to cansado de não gostar de mim!</p>",cazuza
