titulo,mais tocada,letra,compositor
Porto Dos Casais,0,"É sempre bom lembrar coisas passadas Rever os lampiões,os ancestrais, Singrando o guaíba apareceram, Os velhos fundadores coloniais </p>Chegaram tão alegres, Alegres por demais Fundaram este porto dos casais</p>É porto alegre, Antigo dos casais, Saudade dos tempos que não vem mais.</p>",jaime lubianca
Prá Dizer Adeus,0,"Adeus  Vou prá não voltar  E onde quer que eu vá  Sei que vou sozinha  Tão sózinha amor  Nem é bom pensar  Que eu não volto mais  Deste meu caminho  </p>Ah! Pena eu não saber  Como te contar  Que o amor foi tanto  E no entanto, eu queria dizer </p>Vem  Eu só sei dizer  Vem  Nem que seja só  Prá dizer adeus</p>",tetes raides / torquato neto
Preciso Aprender a Ser Só,0,"Ah, se eu te pudesse fazer entender Sem teu amor eu não posso viver Que sem nós dois o que resta sou eu Eu assim tão só E eu preciso aprender a ser só Poder dormir sem sentir teu calor A ver que foi só um sonho e passou </p>Ah, o amor Quando é demais ao findar leva a paz Me entreguei sem pensar Que a saudade existe e se vem É tão triste, vê Meus olhos choram a falta dos teus Esses teus olhos que foram tão meus Por Deus entenda que assim eu não vivo Eu morro pensando no nosso amor</p>Por Deus entenda que assim eu não vivo Eu morro pensando no nosso amor Ah o amor Quando é demais ao findar leva a paz Me entreguei sem pensar Que a saudade existe e se vem É tão triste, vê Meus olhos choram a falta dos teus Esses teus olhos que foram tão meus Por Deus entenda que assim eu não vivo Eu morro pensando no nosso amor</p>",marcos valle / paulo sergio valle
Presidente Bossa Nova,0,"Bossa nova mesmo é ser presidente Dessa terra descoberta por Cabral Para tanto, basta ser tão simplesmente Simpático, risonho, original </p>Depois, desfrutar da maravilha De ser o presidente do Brasil Voar da velha cap pra brasília Ver Alvorada e voar de volta ao rio</p>Voar, voar, voar, voar Voar pra bem distante até Versalhes Onde duas mineirinhas, valsinhas Dançam como debutante, interessante</p>Mandar parente a jato pro dentista Almoçar com tenista campeão Também poder ser um bom artista exclusivista Tomando com dilhermando Umas aulinhas de violão</p>Isso é viver como se aprova É ser um presidente bossa nova, bossa nova Muito nova, nova mesmo, ultra nova</p>",juca chaves
Primavera,0,"O meu amor sozinho é assim como um jardim sem flor Só queria poder ir dizer a ela como é triste se sentir saudade É que eu gosto tanto dela que é capaz dela gostar de mim E acontece que eu estou mais longe dela Que da estrela a reluzir na tarde Estrela, eu lhe diria, desce à terra, o amor existe E a poesia só espera ver Nascer a primavera Para nunca mais morrer  Não há amor sozinho É juntinho que ele fica bom Eu queria dar-lhe todo o meu carinho Eu queria ter felicidade É que o meu amor é tanto É um encanto que não tem mais fim E no entanto ele nem sabe que isso existe E é tão triste se sentir saudade Amor, eu lhe direi Amor que eu tanto procurei Ai quem me dera eu pudesse ser A sua primavera e depois morrer </p>",carlos lyra / vinicius de moraes
Qualquer Dia,0,Nessa calma sertaneja De quem sabe o que fareja Eu te encontro qualquer dia Eu te encontro qualquer dia </p>Já conheço os teus rastros Já comi no seu prato Já bebi tua cerveja Eu conheço o teu cheiro</p>Eu te encontro qualquer dia Ah! Eu te encontro qualquer dia</p>Logo quem me julgava morta Mas esquecendo a qualquer custo Vai morrer de medo e susto Quando abrir a porta</p>,ivan lins / vitor martins
Quando Eu Me Chamar Saudade,0,Sei que amanhã Quando eu morrer Os meus amigos vão dizer Que eu tinha um bom coração Alguns até hão de chorar E querer me homenagear </p>Fazendo de ouro um violão Mas depois que o tempo passar Sei que ninguém vai se lembrar Que eu fui embora Por isso é que eu penso assim Se alguém quiser fazer por mim</p>Que faça agora Me dê as flores em vida O carinho A mão amiga Para aliviar meus ais Depois que eu me chamar saudade Não preciso de vaidade Quero preces e nada mais</p>,guilherme de brito / nelson cavaquinho
Que Tinha de Ser,0,Porque foste na vida  A última esperança  Encontrar-te me fez criança  Porque já eras meu  Sem eu saber sequer  Porque és o meu homem  E eu tua mulher  </p>Porque tu me chegaste  Sem me dizer que vinhas  E tuas mãos foram minhas com calma  Porque foste em minh'alma  Como um amanhecer  Porque foste o que tinha de ser</p>,antonio carlos jobim / vinicius de moraes
Querelas do Brasil,1,"O Brazil não conhece o Brasil O Brasil nunca foi ao Brazil Tapir, jabuti Liana, alamanda, ali, alaúde Piau, ururau, aki, ataúde Piá-carioca, porecramecrã Jobim akarore, Jobim-açu Uô, uô, uô </p>Pererê, camará, tororó, olerê Piriri, ratatá, karatê, olará Pererê, camará, tororó, olerê Piriri, ratatá, karatê, olará</p>O Brazil não merece o Brasil O Brazil tá matando o Brasil</p>Jereba, saci Caandrades, cunhãs, ariranha, aranha Sertões, Guimarães, bachianas, águas Imarionaíma, ariraribóia Na aura das mãos de Jobim-açu Uô, uô, uô</p>Jererê, sarará, cururu, olerê Blá-blá-blá, bafafá, sururu, olará Jererê, sarará, cururu, olerê Blá-blá-blá, bafafá, sururu, olará</p>Do Brasil, SOS ao Brasil Do Brasil, SOS ao Brasil Do Brasil, SOS ao Brasil</p>Tinhorão, urutu, sucuri Ujobim, sabiá, bem-te-vi</p>Cabuçu, Cordovil, Cachambi, olerê Madureira, Olaria e Bangu, olará Cascadura, Água Santa, Acari, olerê Ipanema e Nova Iguaçu, olará</p>Do Brasil, SOS ao Brasil Do Brasil, SOS ao Brasil</p>",aldir blanc / mauricio tapajos
Quero,0,"Quero ver o sol atrás do muro Quero um refúgio que seja seguro Uma nuvem branca sem pó, nem fumaça Quero um mundo feito sem porta ou vidraça Quero uma estrada que leve à verdade Quero a floresta em lugar da cidade Uma estrela pura de ar respirável Quero um lago limpo de água potável </p>Quero voar de mãos dadas com você Ganhar o espaço em bolhas de sabão Escorregar pelas cachoeiras Pintar o mundo de arco-íris</p>Quero rodar nas asas do girassol Fazer cristais com gotas de orvalho Cobrir de flores campos de aço Beijar de leve a face da lua</p>",thomas roth
Rebento,0,"Rebento, substantivo abstrato O ato, a criação e o seu momento Como uma estrela nova e o seu barato Que só Deus sabe, lá no firmamento </p>Rebento, tudo que nasce é rebento Tudo que brota, tudo que vinga, tudo que medra Rebento raro, como flor na pedra Rebento farto, como trigo ao vento</p>Outras vezes, rebento simplesmente No presente do indicativo Como a corrente de um cão furioso Como as mãos de um lavrador ativo</p>Às vezes, mesmo perigosamente Como acidente em forno radioativo Às vezes, só porque eu fico nervosa Eu rebento Ou necessariamente só porque estou viva</p>Rebento À reação imediata A cada sensação de abatimento Eu rebento</p>O coração dizendo: Bata! A cada bofetão do sofrimento Eu rebento Como um trovão dentro da mata E a imensidão do som  E a imensidão do som E a imensidão do som desse momento</p>",gilberto gil
Récit de Cassard,0,"Autrefois, j’ai aimé une femme Elle ne m’aimait pas On l’appelait Lola, autrefois Déçu, j’ai voulu l’oublier Alors j’ai quitté la France Je suis allé au bout du monde </p>Je ne pense plus qu’à elle!</p>J’ai voulu vous parler franchement Vous ne m’en voudrez pas? Il n’est bien sûr pas question D’influencer Geneviève Geneviève est libre</p>",jean demy / michel legrand
Redescobrir,0,"Como se fora brincadeira de roda</p>Memória</p>Jogo do trabalho Na dança das mãos </p>Macias</p>O suor dos corpos na canção da vida</p>História</p>O suor da vida No calor de irmãos</p>Magia</p>Como um animal Que sabe da floresta</p>Memória</p>Redescobrir o sal Que está na própria pele</p>Macia</p>Redescobrir o doce No lamber das línguas</p>Macias</p>Redescobrir o gosto e o sabor da festa</p>Magia</p>Vai o bicho homem Fruto da semente</p>Memória</p>Renascer da própria força Própria luz e fé</p>Memória</p>Entender que tudo é nosso Sempre esteve em nós</p>História</p>Somos a semente Ato mente e voz</p>Magia</p>Não tenha medo Meu menino, povo</p>Memória</p>Tudo principia na própria Pessoa</p>Beleza</p>Vai como a criança Que não teme o tempo</p>Mistério</p>Amor se fazer É com prazer Que é como fosse Dor</p>Magia</p>Como se fora brincadeira de roda</p>Memória</p>Jogo do trabalho Na dança das mãos</p>Macias</p>O suor dos corpos Na canção da vida</p>História</p>O suor da vida No calor de irmãos</p>Magia</p>Como se fora brincadeira de roda Jogo do trabalho na dança das mãos</p>O suor dos corpos Na canção da vida</p>O suor da vida No calor de irmãos</p>",luiz gonzaga jr
Redescobrir,0,"Como se fora a brincadeira de roda Memória! Jogo do trabalho na dança das mãos Macias! O suor dos corpos, na canção da vida Histórias! O suor da vida no calor de irmãos Magia! </p>Como um animal que sabe da floresta Memória! Redescobrir o sal que está na própria pele Macia! Redescobrir o doce no lamber das línguas Macias! Redescobrir o gosto e o sabor da festa Magia!</p>Vai o bicho homem fruto da semente Memória! Renascer da própria força, própria luz e fé Memorias! Entender que tudo é nosso, sempre esteve em nós História! Somos a semente, ato, mente e voz Magia!</p>Não tenha medo meu menino povo Memória! Tudo principia na própria pessoa Beleza! Vai como a criança que não teme o tempo Mistério! Amor se fazer é tão prazer que é como fosse dor Magia!</p>Como se fora a brincadeira de roda Memória! Jogo do trabalho na dança das mãos Macias! O suor dos corpos na canção da vida Histórias! O suor da vida no calor de irmãos Magia!</p>Como se fora a brincadeira de roda Memória! Jogo do trabalho na dança das mãos Macias! O suor dos corpos na canção da vida Histórias! O suor da vida no calor de irmãos Magia!</p>Como se fora a brincadeira de roda Memória! Jogo do trabalho na dança das mãos Macias! O suor dos corpos na canção da vida Histórias! O suor da vida no calor de irmãos Magia!</p>Como se fora brincadeira de roda Jogo do trabalho na dança das mãos O suor dos corpos na canção da vida O suor da vida no calor de irmãos</p>Como se fora brincadeira de roda Jogo do trabalho na dança das mãos O suor dos corpos na canção da vida O suor da vida no calor de irmãos</p>",gonzaguinha
Resolução,0,"É vou contar o que há É tempo de dizer quem sou Sim, eu cansei de lutar E agora quero descansar </p>Tanto eu esperei para vencer E agora vejo que perder Nada mais é do que cansar</p>Eu cansei e perdi Em tanta coisa acreditei Se ninguém viu o que eu vi Ninguém sabe mais do que eu sei Mas se a esperança vai me deixar E nem mais vou saber chorar Nem sorrir, sem amor para dar</p>Não, é preciso não morrer É preciso decidir de uma vez O que há pra fazer</p>Ou viver ou morrer Há tanto para se fazer Ou viver ou morrer Há tanto para se fazer</p>Todas as canções que eu já cantei Agora têm que me valer E me fazer acreditar Que é preciso viver E o resto é só deixar pra lá</p>E mesmo, só vou seguir E nada me fará mudar Nada me fará mudar</p>",tetes raides / lula freire
Ressurreição,0,"Ressurreição, meu amor do passado Tu és a razão do meu porvir Eu sonho em vão Porque sonho acordada Quisera saber o que há de vir </p>A chama que se apaga Sempre mata a esperança Minha chama de esperar-te Não se cansa</p>Ressurreição me levou ao passado E curou de uma vez a minha dor Milagre do amor</p>A chama que se apaga Sempre mata a esperança Minha chama de esperar-te Não se cansa</p>Ressurreição me levou ao passado E curou de uma vez a minha dor Milagre do amor</p>",marino pinto / joao pernambuco
Retorno,0,"Meu bem, eu agora voltarei. Bem sei que estarás a me esperar. </p>Deixei meu coração, cheio de amor, juntinho ao teu e só me acompanhou a saudade em teu lugar.</p>Agora, voltarei, novamente, aos braços teus e tu sempre estarás, eternamente, aos braços meus..</p>Na estrada desta vida nunca mais, nunca mais sozinho...</p>longe, amor, dos teus carinhos.</p>",aecio kauffmann
Retrato Em Branco e Preto,0,"Já conheço os passos dessa estrada, Sei que não vai dar em nada, Seus segredos sei de cor. Já conheço as pedras do caminho E sei também que ali, sozinho, Eu vou ficar tanto pior. O que é que eu posso contra o encanto Desse amor que eu nego tanto, evito tanto E que no entanto volta sempre a enfeitiçar? Com seus mesmos tristes, velhos fatos Que num álbum de retratos eu teimo em colecionar. Lá vou eu de novo como um tolo Procurar o desconsolo Que eu cansei de conhecer. Novos dias tristes, noites claras Versos, cartas, minha cara, ainda volto a lhe escrever Pra lhe dizer que isto é pecado. Eu trago o peito tão marcado De lembranças do passado e você sabe a razão. Vou colecionar mais um soneto, Outro retrato em branco e preto A maltratar meu coração. </p>",antonio carlos jobim / chico buarque
Reza,0,Por amor andei já Tanto chão e mar Senhor já nem sei </p>Se o amor não é mais Bastante pra vencer Eu já sei o que vou fazer Meu senhor Uma oração Vou cantar pra ver se vai valer</p>Ah meu santo defensor Traga o meu amor Laia ladaia sabadana ave-maria ... Laia ladaia sabadana ave-maria ...</p>Se é praga ou oração Mil vezes cantarei! Laia ladaia sabadana ave-maria ... Laia ladaia sabadana ave-maria ...</p>Por amor andei já Tanto chão e mar Senhor já nem sei</p>Se o amor não é mais Bastante pra vencer Eu já sei o que vou fazer Senhor Uma oração Vou cantar pra ver se vai valer Laia ladaia sabadana ave-maria ... Laia ladaia sabadana ave-maria ...</p>,tetes raides / rey guerra
Roda,0,"Meu povo, preste atenção na roda que eu te fiz Quero mostrar a quem vem aquilo que o povo diz Posso falar, pois eu sei, eu tiro os outros por mim Quando almoço, não janto e quando canto é assim Agora vou divertir, agora vou começar Quero ver quem vai sair, quero ver quem vai ficar Não é obrigado a me ouvir quem não quiser escutar Quem tem dinheiro no mundo quanto mais tem, quer ganhar E a gente que não tem nada fica pior do que está Seu moço, tenha vergonha, acabe a descaração Deixe o dinheiro do pobre e roube outro ladrão Agora vou divertir, agora vou prosseguir Quero ver quem vai ficar, quero ver quem vai sair Não é obrigado a escutar quem não quiser me ouvir Se morre o rico e o pobre, enterre o rico e eu Quero ver quem que separa o pó do rico do meu Se lá embaixo há igualdade, aqui em cima há de haver Quem quer ser mais do que é, um dia há de sofrer Agora vou divertir agora vou prosseguir Quero ver quem vai ficar, quero ver quem vai sair Não é obrigado a escutar quem não quiser me ouvir Seu moço, tenha cuidado com sua exploração Se não lhe dou de presente a sua cova no chão Quero ver quem vai dizer, quero ver quem vai mentir Quero ver quem vai negar aquilo que eu disse aqui Agora vou divertir, agora vou terminar Quero ver quem vai sair, quero ver quem vai ficar Não é obrigado a me ouvir quem não quiser escutar Agora vou terminar, agora vou discorrer Quem sabe tudo e diz logo fica sem nada a dizer Quero ver quem vai voltar, quero ver quem vai fugir Quero ver quem vai ficar, quero ver quem vai trair Por isso eu fecho essa roda, a roda que eu te fiz A roda que é do povo onde se diz o que diz </p>",gilberto gil / joao augusto
Romaria,1,"É de sonho e de pó O destino de um só Feito eu perdido Em pensamentos Sobre o meu cavalo É de laço e de nó De jibeira o jiló Dessa vida Cumprida a sol </p>Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida</p>O meu pai foi peão Minha mãe solidão Meus irmãos Perderam-se na vida À custa de aventuras Descasei, joguei Investi, desisti Se há sorte Eu não sei, nunca vi</p>Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida</p>Me disseram, porém Que eu viesse aqui Pra pedir de Romaria e prece Paz nos desaventos Como eu não sei rezar Só queria mostrar Meu olhar, meu olhar Meu olhar</p>Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida</p>",renato teixeira
Rosa Morena,0,"Rosa Morena, onde vais morena Rosa  Com essa rosa no cabelo e esse andar de moça prosa  Morena, morena Rosa  Rosa morena o samba está esperando  Esperando pra te ver  Deixa de lado esta coisa de dengosa  Anda Rosa vem me ver  Deixa da lado esta pose  Vem pro samba vem sambar  Que o pessoal tá cansado de esperar Ô Rosa, que o pessoal tá cansado de esperar Morena Rosa, que o pessoal tá cansado de esperar Viu Rosa, que o pessoal tá cansado de esperar </p>",dorival caymmi
Sá Marina,0,Descendo a rua da ladeira  Só quem viu que pode contar  Cheirando a flor de laranjeira  </p>Sá Marina  Eh! Vem pra dançar </p>De sai branca costumeira  Gira o Sol que parou pra olhar  Com seu jeitinho tão faceira  Fez o povo inteiro cantar </p>Gira pela vida afora  E põe pra fora esta alegria  Dança que amanhece o dia pra se cantar </p>Gira que esta gente aflita  Se agita e segue no seu passo  Mostra toda essa poesia do olhar </p>Mostrando versos na partida  E só cantigas para se cantar  Naquela tarde de domingo </p>Fez o povo inteiro chorar  E fez o povo inteiro chorar  E fez o povo inteiro chorar.</p>,antonio adolfo / tiberio gaspar
Sabiá,0,Vou voltar Sei que ainda vou voltar Para o meu lugar Foi lá e é ainda lá Que eu hei de ouvir cantar Uma sabiá </p>Vou voltar Sei que ainda vou voltar Vou deitar à sombra De um palmeira Que já não há Colher a flor Que já não dá E algum amor Talvez possa espantar As noites que eu não queira E anunciar o dia</p>Vou voltar Sei que ainda vou voltar Não vai ser em vão Que fiz tantos planos De me enganar Como fiz enganos De me encontrar Como fiz estradas De me perder Fiz de tudo e nada De te esquecer</p>Vou voltar Sei que ainda vou voltar Para o meu lugar Foi lá e é ainda lá Que eu hei de ouvir cantar Uma sabiá</p>,antonio carlos jobim / chico buarque
Sai Dessa,0,"Sonhei que existia uma avenida Sem entrada e sem saída pra gente comemorar Toda hora, todo dia e toda vida Na tristeza e na alegria, sem plateia e sem patrão </p>Hoje eu sonhei que cerveja sai na bica No banheiro não tem fila nem existe contramão E que o trabalho é ali na nossa esquina E depois do meio dia, nem polícia e nem ladrão</p>Sonhei, como faço todo dia Como você não sabia, meu senhor, não levo a mal A beleza, o amor, a fantasia O que tece e o que desfia não se aprende no jornal</p>Hoje eu sonhei, mas não vou pedir desculpas E nem vou levar a culpa de ser povo e ser artista Sem essa, moço, por favor, não crie clima Seu o buraco é mais embaixo Nosso astral é mais em cima</p>Sem essa, moço, por favor, não crie clima Seu o buraco é mais embaixo Nosso astral é mais em cima</p>",ana terra / nathan marques
Samba da Benção,0,"É melhor ser alegre que ser triste Alegria é a melhor coisa que existe É assim como a luz no coração Mas pra fazer um samba um samba com beleza É preciso um bocado de tristeza Senão não se faz um samba, não </p>Senão é como amar uma mulher só linda; e daí? Uma mulher tem que ter qualquer coisa além da beleza Qualquer coisa de triste, qualquer coisa que chora Qualquer coisa que sente saudade Um molejo de amor machucado,  Uma beleza que vem da tristeza de se saber mulher, Feita apenas para amar, para sofrer pelo seu amor E para ser só perdão</p>Fazer samba não é contar piada Quem faz samba assim não é de nada O bom samba é uma forma de oração Porque o samba é a tristeza que balança E a tristeza tem sempre uma esperança  De um dia não ser mais triste não...</p>Ponha um pouco de amor numa cadência E vai ver que ninguém no mundo vence A beleza que tem um samba não Porque o samba nasceu lá na Bahia E se hoje ele é branco na poesia Se hoje ele é branco na poesia Ele é negro demais no coração</p>",vinicius de moraes
Samba da Pergunta,0,"Ela agora mora só no pensamento Ou então no firmamento Em tudo que no céu viaja </p>Pode ser um astronauta  Ou ainda um passarinho  Ou virou um pé de vento</p>Pipa de papel de seda  Ou, quem sabe Um balãozinho</p>Pode estar num asteróide Pode ser a Estrela Dalva Que daqui se olha</p>Pode estar morando em Marte Nunca mais se soube dela Desapareceu..</p>",carlos pingarilho / marcos vasconcellos
Samba de Uma Nota Só,0,"Eis aqui este sambinha feito numa nota só Outras notas vao entrar Mas a base é uma só  Esta outra conseqüencia do que acabo de dizer Como eu sou a conseqüencia inevitavel de você Quanta gente existe por ai que fala tanto e nao diz nada Quase nada </p>Ja me utilizei de toda a escala no final nao sobrou nada Nao deu em nada E voltei pra minha nota como eu volto pra você Vou contar com a minha nota  Como eu gosto de você</p>E quem quer todas as notas : RÉ, MI, FÁ, SOL, LÁ, SI, DÓ Fica sempre sem nenhuma Fique numa nota só</p>Eis aqui este sambinha feito numa nota só Outras notas vao entrar Mas a base é uma só  Esta outra conseqüencia do que acabo de dizer Como eu sou a conseqüencia inevitavel de você Quanta gente existe por ai que fala tanto e nao diz nada Quase nada</p>Ja me utilizei de toda a escala no final nao sobrou nada Nao deu em nada E voltei pra minha nota como eu volto pra você Vou contar com a minha nota  Como eu gosto de você</p>E quem quer todas as notas : RÉ, MI, FÁ, SOL, LÁ, SI, DÓ Fica sempre sem nenhuma Fique numa nota só</p>",tom jobim
Samba do Avião,0,"Eparrê,  Aroeira beira de mar  Salve Deus e Tiago e Humaitá  Eta, costão de pedra dos home brabo do mar  Eh, Xangô, vê se me ajuda a chegar  </p>Minha alma canta  Vejo o Rio de Janeiro  Estou morrendo de saudade  Rio, teu mar, praias sem fim  Rio, você foi feito pra mim </p>Cristo Redentor  Braços abertos sobre a Guanabara  Este samba é só porque  Rio, eu gosto de você  A morena vai sambar  Seu corpo todo balançar  Rio de sol, de céu, de mar  Dentro de mais um minuto estaremos no Galeão  Rio de Janeiro,  Rio de Janeiro  Rio de Janeiro,  Rio de Janeiro </p>Cristo Redentor  Braços abertos sobre a Guanabara  Este samba é só porque  Rio, eu gosto de você  A morena vai sambar  Seu corpo todo balançar  Aperte o cinto, vamos chegar  Água brilhando, olha a pista chegando  E vamos nós  Aterrisar</p>",antonio carlos jobim
Samba do Perdão,0,"Mais uma vez, amor A dor chegou sem me dizer Agora que existe a paixão A hora não é de sofrer </p>Mas quem quer pedir perdão Não deixa a tristeza saber E no entanto a tua falta Invasa meu coração</p>Mas a vida ensina a crer e a perdoar Quando o amor valer e o nosso É tão grande que eu já nem sei Tenha pena das penas que eu penei</p>Não desprezes mais O meu padecer Afasta a melancolia, a solidão Já não cabe mais no meu violão</p>Tanta mágoa assim Que eu vou morrer Soluço eterno, pedir no coração Só quem morre de amor, pede perdão</p>",baden powell / paulo cesar pinheiro
Samba Dobrado,0,Vai ser pior ainda Quando amanhecer Tudo que se tem pra cantar Não dá pra embalar Nem pra devolver O direito de escolher A música melhor para se dançar  A música melhor para se dançar Quem faz parte dessa cena Gravando! Pode rodar Pra cumprir a mesma pena Não é preciso ensaiar Tá combinado Basta aprender sambar dobrado Basta aprender sambar dobrado </p>,djavan
Samba Em Paz,0,O samba vai vencer Quando o povo perceber Que é o dono da jogada </p>O samba vai crescer Pelas ruas vai correr Uma grande batucada</p>Samba não vai chorar mais Toda gente vai cantar O mundo vai mudar E o povo vai cantar Um grande samba em paz.</p>,caetano veloso
Samba Feito Pra Mim,0,"Pedi pra fazerem samba um pra mim Pra desabafar meu coração, Tenho tanta coisa pra dizer de mim, Como eu gostaria de falar numa canção. </p>Sei que o mundo é mal, Jamais vai entender, Que esse samba vive de um sofrer O dele é meu, nasceu assim, Era preciso fazerem um samba pra mim</p>É meu, nasceu assim, Era preciso fazerem um samba pra mim.</p>Então pedi, pra fazerem um samba assim, E esse samba foi feito todinho, pra mim</p>Sei que omundo é mal, Jamais vai entender, Que este samba vive de um sofrer O dele é meu,nasceu assim, Era preciso fazerem um samba, pra mim.</p>Amei alguém, Fui só de alguém, O mundo não procurou cpmpreender.</p>Então pedi, pra fazerem um samba assim, E este samba foi feito todinho, pra mim...</p>",paulo tito
San Vicente,0,"Coração americano Acordei de um sonho estranho Um gosto, vidro e corte Um sabor de chocolate No corpo e na cidade Um sabor de vida e morte Coração americano Um sabor de vida e morte </p>A espera na fila imensa E o corpo negro se esqueceu Estava em San Vicente A cidade e suas luzes Estava em San Vicente As mulheres e os homens Coração americano Com sabor de vidro e corte</p>Ôoooooooooooo... As horas não se contavam E o que era negro anoiteceu Enquanto se esperava Eu estava em San Vicente Enquanto acontecia Eu estava em San Vicente Coração americano Um sabor de vidro e corte</p>",milton nascimento
"São Salvador, Bahia (part. Jair Rodrigues)",0,"São Salvador, Bahia São Salvador, Bahia </p>A tarde morria devagar E berimbáu se ouvia Gente na rua a passar Alguém no desejo da briga Fazia cantiga de provocar São Salvador, Bahia</p>E um homem passando escutou Isso é comigo e parou Se quer jogar, vamos já Eu ia pra lá mas não vou E dizendo se ajoelhou São Salvador, Bahia</p>Quem estava por perto chegou Dois homens fizeram oração Começaram jogando no chão Jogaram Angola, Santa Maria São Bento Pequeno, Cavalaria E o povo assistia, tremendo Capoeira pra matar Faca de ponta, rabo de arraia Na dança da morte do lugar São Salvador, Bahia</p>Quando a Policia chegou Um corpo no chão, havia Em volta o silencio dizendo Seu moço, essa briga acabou Seu moço, essa briga acabou São Salvador, Bahia</p>",paulo da cunha
Saudade da Bahia,0,"Ai, ai que saudade eu tenho da Bahia Ai, se eu escutasse o que mamãe dizia ""Bem, não vá deixar a sua mãe aflita A gente faz o que o coração dita Mas esse mundo é feito de maldade e ilusão"" Ai, se eu escutasse hoje não sofria Ai, esta saudade dentro do meu peito Ai, se ter saudade é ter algum defeito Eu pelo menos, mereço o direito De ter alguém com quem eu possa me confessar Ponha-se no meu lugar E veja como sofre um homem infeliz Que teve que desabafar Dizendo a todo mundo o que ninguém diz Vejam que situação E vejam como sofre um pobre coração Pobre de quem acredita Na glória e no dinheiro para ser feliz </p>",dorival caymmi
Saudade e Carinho,0,Refrão (2x): Saudade e carinho Ai que vontade de amar Todo o amor tem o seu ninho O meu amor onde andará </p>Tantos amores eu já tive Quantos amores mais terei Quantos amores ainda terás Nem um amor comigo vive Sozinha sempre viverei</p>(Refrão)</p>(Repete 2 estrofe 2x)</p>(Refrão)</p>,tom jobim
Saudade É Recordar,0,De que vale o que tenho Só tristeza pra contar E tristeza é ter saudade Saudade é recordar (2x) </p>Tu cruzaste o meu caminho Quando eu era a própria dor Hoje deixo o teu carinho Por amor ao teu amor</p>De que vale o que tenho Só tristeza pra contar E tristeza é ter saudade Saudade é recordar</p>,nao identificado
Saudosa Maloca,0,"Se o sinhö não tá lembrado Dá licença de contar Ali, onde agora está Este ardifício arto Era uma casa véia E um palacete assobradado.. </p>Foi ali, seu moço Que eu, Mato Grosso E o Joca Construímo Nossa maloca...</p>Mas, um dia Nóis nem pode Se alembrá Veio os home Co as ferramenta O dono mandô Dirrubá...</p>Peguemo todas nossas coisa E fomo pro meio da rua Apreciá, demolição Que tristeza Que nóis sintia Cada tauba que caía Duía no coração...</p>Mato Grosso quis gritá Mas em cima eu falei Os home tá coa razão Nóis arranja outro lugá...</p>Só se conformemo Quando o Joca falou ""Deus dá o frio Conforme o cobertô"" E hoje nóis pega as páia Nas grama do jardim E prá esquecer Nóis cantemo assim...</p>Saudosa maloca Maloca querida Que dim donde nóis passemo Dias filiz da nossa vida...(2x)</p>",adoniran barbosa
Saveiros,0,Nem bem a noite terminou Vão os saveiros para o mar Levam no dia que amanhece As mesmas esperanças Do dia que passou </p>Quantos partiram de manhã Quem sabe quantos vão voltar Só quando o sol descansar E se os ventos deixarem Os barcos vão chegar Quantas histórias pra contar</p>Em cada vela que aparece Um canto de alegria De quem venceu o mar</p>,dory caymmi / nelson motta
Se Acaso Você Chegasse,0,Se acaso voce chegasse No meu chateaux encontrasse Aquela mulher Que voce gostou Será que tinha coragem De trocar nossa amizade Por ela Que já lhe abandonou </p>Eu falo porque essa moça Já mora no meu barraco À beira de um regato E um bosque em flor</p>De dia me lava a roupa De noite me beija a boca E assim nós vamos Vivendo de amor</p>,lupicinio rodrigues
Se Eu Quiser Falar Com Deus,1,"Se eu quiser falar com Deus Tenho que ficar a sós Tenho que apagar a luz Tenho que calar a voz Tenho que encontrar a paz Tenho que folgar os nós Dos sapatos, da gravata Dos desejos, dos receios Tenho que esquecer a data Tenho que perder a conta Tenho que ter mãos vazias Ter a alma e o corpo nus </p>Se eu quiser falar com Deus Tenho que aceitar a dor Tenho que comer o pão Que o diabo amassou Tenho que virar um cão Tenho que lamber o chão Dos palácios, dos castelos Suntuosos do meu sonho Tenho que me ver tristonho Tenho que me achar medonho E apesar de um mal tamanho Alegrar meu coração</p>E se eu quiser falar com Deus Tenho que me aventurar Eu tenho que subir aos céus Sem cordas prá segurar Tenho que dizer adeus Dar as costas, caminhar Decidido, pela estrada Que ao findar vai dar em nada Nada, nada, nada, nada Nada, nada, nada, nada Nada, nada, nada, nada Do que eu pensava encontrar!</p>Se eu quiser falar com Deus!</p>",gilberto gil
